Vert_Group,Genus,Species,Common_name,Latitude,Longitude,Elevation,Year_final,Breeding_Cycle,Moult,Life_Stage,CaptureMethod,SampleMethod,MaxLatency_A,MaxLate_Cort,LateStressCort,MajorStressPop,Male_A_Mean,fem_A_Mean,Male_BC_Mean,fem_BC_Mean,Male_SC_Mean,fem_SC_Mean,Ref_ID
Fish,Acanthochromis,polyacanthus,Spiny chromis,-14.4,145.27,0,1997,Breeding,,Laying,Trap,Passive,48,,,,0.7,,,,,,593
Fish,Acanthochromis,polyacanthus,Spiny chromis,-14.4,145.27,0,1997,Nonbreeding,,,Trap,Passive,48,,,,0.9,,,,,,593
Reptile,Aspidoscelis,inornatus,Little striped whiptail,32.21,-109.88,1269,1984,Breeding,,,Trap,Active,3,,,,2.52,,,,,,371
Reptile,Aspidoscelis,inornatus,Little striped whiptail,32.21,-109.88,1269,1984,Breeding,,,Trap,Active,3,,,,5.44,,,,,,371
Reptile,Aspidoscelis,inornatus,Little striped whiptail,32.21,-109.88,1269,1984,Breeding,,,Trap,Active,3,,,,6.72,,,,,,371
Reptile,Chrysemys,picta,Painted turtle,42.45,-84.01,291,1982,Breeding,,,Trap,"Active, Attractant",5,,,,0.22,,,,,,361
Reptile,Chrysemys,picta,Painted turtle,42.45,-84.01,291,1982,Breeding,,,Trap,"Active, Attractant",5,,,,0.46,,,,,,361
Reptile,Chrysemys,picta,Painted turtle,42.45,-84.01,291,1982,Breeding,,,Trap,"Active, Attractant",5,,,,0.49,,,,,,361
Reptile,Chrysemys,picta,Painted turtle,42.45,-84.01,291,1982,Breeding,,,Trap,"Active, Attractant",5,,,,1.95,,,,,,361
Reptile,Chrysemys,picta,Painted turtle,42.45,-84.01,291,1982,Nonbreeding,,,Trap,"Active, Attractant",5,,,,4.65,,,,,,361
Reptile,Chrysemys,picta,Painted turtle,42.45,-84.01,291,1981,Nonbreeding,,Pre-hibernation,Trap,"Active, Attractant",5,,,,5.14,,,,,,361
Reptile,Chrysemys,picta,Painted turtle,42.45,-84.01,291,1981,Nonbreeding,,Pre-hibernation,Trap,"Active, Attractant",5,,,,5.15,,,,,,361
Reptile,Chrysemys,picta,Painted turtle,42.45,-84.01,291,1982,Nonbreeding,,,Trap,"Active, Attractant",5,,,,5.22,,,,,,361
Reptile,Chrysemys,picta,Painted turtle,42.45,-84.01,291,1982,Breeding,,,Trap,"Active, Attractant",5,,,,16.06,,,,,,361
Bird,Somateria,spectabilis,King eider,70.45,-149.683,20,2005,Breeding,,Incubation ,Trap,Active,,3,,,,,,6.593,,,10
Bird,Somateria,spectabilis,King eider,70.45,-149.683,20,2006,Breeding,,Incubation,Trap,Active,,3,,,,,,10.551,,,10
Fish,Lepomis,megalotis,Longear sunfish,30.78,-89.83,22,2001,Nonbreeding,,,Fishing,Passive,,,,,0.33,0.11,,,,,566
Fish,Lepomis,megalotis,Longear sunfish,30.78,-89.83,22,2002,Breeding,,,Fishing,Passive,,,,,1.85,0.13,,,,,566
Fish,Lepomis,megalotis,Longear sunfish,30.78,-89.83,22,2002,Breeding,,,Fishing,Passive,,,,,,0.13,,,,,566
Fish,Stizostedion,vitreum,Walleye,45.49,-92.57,284,1996,Nonbreeding,,,Fishing,Passive,,,,,1.199,0.23,,,,,601
Fish,Lepomis,megalotis,Longear sunfish,30.78,-89.83,22,2002,Nonbreeding,,,Fishing,Passive,,,,,1.59,0.34,,,,,566
Fish,Lepomis,megalotis,Longear sunfish,30.78,-89.83,22,2002,Nonbreeding,,,Fishing,Passive,,,,,,0.34,,,,,566
Fish,Lepomis,megalotis,Longear sunfish,30.78,-89.83,22,2001,Nonbreeding,,,Fishing,Passive,,,,,2.77,0.36,,,,,566
Fish,Lepomis,megalotis,Longear sunfish,30.78,-89.83,22,2001,Nonbreeding,,,Fishing,Passive,,,,,,0.36,,,,,566
Fish,Lepomis,megalotis,Longear sunfish,30.78,-89.83,22,2001,Nonbreeding,,,Fishing,Passive,,,,,0.33,0.39,,,,,566
Fish,Lepomis,megalotis,Longear sunfish,30.78,-89.83,22,2002,Breeding,,,Fishing,Passive,,,,,4.78,0.4,,,,,566
Fish,Lepomis,megalotis,Longear sunfish,30.78,-89.83,22,2002,Breeding,,,Fishing,Passive,,,,,,0.4,,,,,566
Fish,Lepomis,megalotis,Longear sunfish,30.78,-89.83,22,2002,Breeding,,,Fishing,Passive,,,,,5.52,0.47,,,,,566
Fish,Lepomis,megalotis,Longear sunfish,30.78,-89.83,22,2002,Breeding,,,Fishing,Passive,,,,,23.82,0.47,,,,,566
Fish,Lepomis,megalotis,Longear sunfish,30.78,-89.83,22,2002,Breeding,,,Fishing,Passive,,,,,,0.47,,,,,566
Fish,Lepomis,megalotis,Longear sunfish,30.78,-89.83,22,2002,Breeding,,,Fishing,Passive,,,,,,0.47,,,,,566
Fish,Lepomis,megalotis,Longear sunfish,30.78,-89.83,22,2001,Breeding,,,Fishing,Passive,,,,,3.19,0.49,,,,,566
Fish,Lepomis,megalotis,Longear sunfish,30.78,-89.83,22,2001,Breeding,,,Fishing,Passive,,,,,,0.49,,,,,566
Fish,Lepomis,megalotis,Longear sunfish,30.78,-89.83,22,2001,Breeding,,,Fishing,Passive,,,,,0.83,0.59,,,,,566
Fish,Lepomis,megalotis,Longear sunfish,30.78,-89.83,22,2002,Breeding,,,Fishing,Passive,,,,,2.66,0.64,,,,,566
Fish,Lepomis,megalotis,Longear sunfish,30.78,-89.83,22,2002,Breeding,,,Fishing,Passive,,,,,,0.64,,,,,566
Fish,Lepomis,megalotis,Longear sunfish,30.78,-89.83,22,2002,Breeding,,,Fishing,Passive,,,,,6.24,0.79,,,,,566
Fish,Lepomis,megalotis,Longear sunfish,30.78,-89.83,22,2002,Breeding,,,Fishing,Passive,,,,,,0.79,,,,,566
Fish,Lepomis,megalotis,Longear sunfish,30.78,-89.83,22,2002,Nonbreeding,,,Fishing,Passive,,,,,1.05,0.8,,,,,566
Fish,Lepomis,megalotis,Longear sunfish,30.78,-89.83,22,2001,Nonbreeding,,,Fishing,Passive,,,,,3.65,0.92,,,,,566
Fish,Lepomis,megalotis,Longear sunfish,30.78,-89.83,22,2001,Nonbreeding,,,Fishing,Passive,,,,,,0.92,,,,,566
Fish,Lepomis,megalotis,Longear sunfish,30.78,-89.83,22,2002,Nonbreeding,,,Fishing,Passive,,,,,11.79,0.96,,,,,566
Fish,Lepomis,megalotis,Longear sunfish,30.78,-89.83,22,2002,Nonbreeding,,,Fishing,Passive,,,,,,0.96,,,,,566
Fish,Lepomis,megalotis,Longear sunfish,30.78,-89.83,22,2002,Breeding,,,Fishing,Passive,,,,,13.65,1.15,,,,,566
Fish,Lepomis,megalotis,Longear sunfish,30.78,-89.83,22,2002,Breeding,,,Fishing,Passive,,,,,,1.15,,,,,566
Fish,Lepomis,megalotis,Longear sunfish,30.78,-89.83,22,2002,Breeding,,,Fishing,Passive,,,,,11.32,1.25,,,,,566
Fish,Lepomis,megalotis,Longear sunfish,30.78,-89.83,22,2002,Breeding,,,Fishing,Passive,,,,,,1.25,,,,,566
Fish,Lepomis,megalotis,Longear sunfish,30.78,-89.83,22,2002,Nonbreeding,,,Fishing,Passive,,,,,2.72,1.33,,,,,566
Fish,Lepomis,megalotis,Longear sunfish,30.78,-89.83,22,2001,Breeding,,,Fishing,Passive,,,,,5.21,1.46,,,,,566
Fish,Lepomis,megalotis,Longear sunfish,30.78,-89.83,22,2001,Breeding,,,Fishing,Passive,,,,,,1.46,,,,,566
Fish,Lepomis,megalotis,Longear sunfish,30.78,-89.83,22,2002,Breeding,,,Fishing,Passive,,,,,1.39,1.55,,,,,566
Fish,Lepomis,megalotis,Longear sunfish,30.78,-89.83,22,2002,Breeding,,,Fishing,Passive,,,,,1.65,1.55,,,,,566
Fish,Lepomis,megalotis,Longear sunfish,30.78,-89.83,22,2002,Nonbreeding,,,Fishing,Passive,,,,,0.99,1.56,,,,,566
Fish,Lepomis,megalotis,Longear sunfish,30.78,-89.83,22,2001,Breeding,,,Fishing,Passive,,,,,8.76,1.68,,,,,566
Fish,Lepomis,megalotis,Longear sunfish,30.78,-89.83,22,2001,Breeding,,,Fishing,Passive,,,,,,1.68,,,,,566
Fish,Lepomis,megalotis,Longear sunfish,30.78,-89.83,22,2001,Breeding,,,Fishing,Passive,,,,,1.78,2.19,,,,,566
Fish,Lepomis,megalotis,Longear sunfish,30.78,-89.83,22,2002,Nonbreeding,,,Fishing,Passive,,,,,2.4,2.24,,,,,566
Fish,Lepomis,megalotis,Longear sunfish,30.78,-89.83,22,2002,Nonbreeding,,,Fishing,Passive,,,,,,2.24,,,,,566
Fish,Lepomis,megalotis,Longear sunfish,30.78,-89.83,22,2002,Breeding,,,Fishing,Passive,,,,,1.83,2.68,,,,,566
Fish,Lepomis,megalotis,Longear sunfish,30.78,-89.83,22,2002,Breeding,,,Fishing,Passive,,,,,2.75,2.74,,,,,566
Fish,Lepomis,megalotis,Longear sunfish,30.78,-89.83,22,2001,Breeding,,,Fishing,Passive,,,,,1.89,3.14,,,,,566
Fish,Lepomis,megalotis,Longear sunfish,30.78,-89.83,22,2002,Breeding,,,Fishing,Passive,,,,,1.32,3.31,,,,,566
Fish,Lepomis,megalotis,Longear sunfish,30.78,-89.83,22,2002,Breeding,,,Fishing,Passive,,,,,4.33,3.95,,,,,566
Fish,Lepomis,megalotis,Longear sunfish,30.78,-89.83,22,2002,Breeding,,,Fishing,Passive,,,,,1.1,6.19,,,,,566
Fish,Lepomis,megalotis,Longear sunfish,30.78,-89.83,22,2002,Breeding,,,Fishing,Passive,,,,,3.5,21.96,,,,,566
Fish,Salmo,trutta,Brown trout,44.913,-93.033,211,1990,Breeding,,Prebreeding,Fishing,Active,,,,,9.15,,,,,,565
Fish,Salmo,trutta,Brown trout,44.913,-93.033,211,1990,Breeding,,"Copulation, subordinate",Fishing,Active,,,,,16.81,,,,,,565
Fish,Salmo,trutta,Brown trout,44.913,-93.033,211,1990,Breeding,,"Copulation, dominant",Fishing,Active,,,,,42.87,,,,,,565
Fish,Salmo,trutta,Brown trout,44.913,-93.033,211,1990,Breeding,,"Copulation, subordinate",Fishing,Active,,,,,8.09,,,,,,565
Fish,Salmo,trutta,Brown trout,44.913,-93.033,211,1990,Breeding,,Prebreeding,Fishing,Active,,,,,9.54,,,,,,565
Fish,Salmo,trutta,Brown trout,44.913,-93.033,211,1990,Breeding,,"Copulation, dominant",Fishing,Active,,,,,9.94,,,,,,565
Fish,Salvelinus,fontinalis,Brook trout,44.913,-93.033,211,1990,Breeding,,Prebreeding,Fishing,Active,,,,,7.41,,,,,,565
Fish,Salvelinus,fontinalis,Brook trout,44.913,-93.033,211,1990,Breeding,,"Copulation, subordinate",Fishing,Active,,,,,13.85,,,,,,565
Fish,Salvelinus,fontinalis,Brook trout,44.913,-93.033,211,1990,Breeding,,"Copulation, dominant",Fishing,Active,,,,,22.41,,,,,,565
Fish,Salvelinus,fontinalis,Brook trout,44.913,-93.033,211,1990,Breeding,,"Copulation, subordinate",Fishing,Active,,,,,14.23,,,,,,565
Fish,Salvelinus,fontinalis,Brook trout,44.913,-93.033,211,1990,Breeding,,Prebreeding,Fishing,Active,,,,,14.6,,,,,,565
Fish,Salvelinus,fontinalis,Brook trout,44.913,-93.033,211,1990,Breeding,,"Copulation, dominant",Fishing,Active,,,,,21.66,,,,,,565
Fish,Oncorhynchus,kisutch,Coho salmon,43.35,-79.43,165,1982,Breeding,,Laying,Fishing,Active,,,,,102,16,,,,,592
Fish,Oncorhynchus,kisutch,Coho salmon,43.35,-79.43,165,1982,Breeding,,Laying,Fishing,Active,,,,,,16,,,,,592
Fish,Oncorhynchus,kisutch,Coho salmon,43.35,-79.43,165,1982,Breeding,,Laying,Fishing,Active,,,,,100,350,216,320,,,592
Bird,Uria,aalge,Common guillemot,70.3885,31.1568,39,2011,Breeding,,Young care,Noose,Active,,3,,,,,5.88,3.65,,,408
Bird,Uria,aalge,Common guillemot,70.3885,31.1568,39,2011,Breeding,,Young care,Noose,Active,,3,,,,,5.38,4.78,,,408
Bird,Uria,aalge,Common guillemot,70.3885,31.1568,39,2010,Breeding,,Young care,Noose,Active,,3,,,,,6.02,5.01,,,408
Bird,Uria,aalge,Common guillemot,70.3885,31.1568,30,2010,Breeding,,Young care,Noose,Active,,3,,,,,8.31,5.8,,,32
Bird,Uria,aalge,Common guillemot,70.3885,31.1568,30,2010,Breeding,,Young care,Noose,Active,,3,,,,,7.1,6.06,,,32
Bird,Uria,aalge,Common guillemot,70.3885,31.1568,39,2010,Breeding,,Young care,Noose,Active,,3,,,,,6.53,6.56,,,408
Bird,Uria,aalge,Common guillemot,70.3885,31.1568,39,2009,Breeding,,Young care,Noose,Active,,3,,,,,6.82,6.6,,,408
Bird,Uria,aalge,Common guillemot,70.3885,31.1568,30,2010,Breeding,,Young care,Noose,Active,,3,,,,,8.7,7.1,,,32
Bird,Uria,aalge,Common guillemot,70.3885,31.1568,30,2009,Breeding,,Young care,Noose,Active,,3,,,,,9.29,7.21,,,32
Bird,Uria,aalge,Common guillemot,70.3885,31.1568,30,2010,Breeding,,Young care,Noose,Active,,3,,,,,7.44,8.28,,,32
Bird,Uria,aalge,Common guillemot,70.3885,31.1568,39,2009,Breeding,,Young care,Noose,Active,,3,,,,,8.38,8.49,,,408
Bird,Uria,aalge,Common guillemot,70.3885,31.1568,30,2009,Breeding,,Young care,Noose,Active,,3,,,,,9.54,9.7,,,32
Bird,Uria,aalge,Common guillemot,70.3885,31.1568,30,2009,Breeding,,Young care,Noose,Active,,3,,,,,9.61,9.92,,,32
Bird,Uria,aalge,Common guillemot,70.3885,31.1568,30,2009,Breeding,,Young care,Noose,Active,,3,,,,,8.67,9.92,,,32
Fish,Chromis,dispilus,Demoiselle,-36.09,175.17,0,1992,Breeding,,,Trap,Active,20,,,,,0.614,,,,,618
Fish,Chromis,dispilus,Demoiselle,-36.09,175.17,0,1992,Breeding,,,Trap,Active,20,,,,,0.615,,,,,618
Fish,Chromis,dispilus,Demoiselle,-36.09,175.17,0,1992,Breeding,,,Trap,Active,20,,,,,0.934,,,,,618
Fish,Chromis,dispilus,Demoiselle,-36.09,175.17,0,1992,Breeding,,,Trap,Active,20,,,,,1.045,,,,,618
Fish,Chromis,dispilus,Demoiselle,-36.09,175.17,0,1992,Breeding,,,Trap,Active,20,,,,,3.01,,,,,618
Fish,Chromis,dispilus,Demoiselle,-36.09,175.17,0,1992,Breeding,,,Trap,Active,20,,,,,6.947,,,,,618
Fish,Chromis,dispilus,Demoiselle,-36.09,175.17,0,1992,Breeding,,,Trap,Active,20,,,,,7.971,,,,,618
Fish,Chromis,dispilus,Demoiselle,-36.09,175.17,0,1992,Breeding,,,Trap,Active,20,,,,,10.406,,,,,618
Fish,Acanthochromis,polyacanthus,Spiny chromis,-14.39,145.3,0,1999,Breeding,,Prebreeding,Trap,Passive,,,,,0.55,0.6,,,,,596
Fish,Acanthochromis,polyacanthus,Spiny chromis,-14.39,145.3,0,2001,Breeding,,Prebreeding,Trap,Passive,,,,,0.585,0.6,,,,,596
Fish,Acanthochromis,polyacanthus,Spiny chromis,-14.39,145.3,0,2001,Breeding,,Prebreeding,Trap,Passive,,,,,0.59,1,,,,,596
Fish,Amblyglyphidodon,curacao,Staghorn damsel,-14.44,145.3,0,2002,Breeding,,Laying,Trap,Passive,,,,,1.1,1.4,,,,,595
Fish,Acanthochromis,polyacanthus,Spiny chromis,-14.39,145.3,0,1999,Breeding,,Prebreeding,Trap,Passive,,,,,0.77,1.65,,,,,596
Fish,Amblyglyphidodon,curacao,Staghorn damsel,-14.44,145.3,0,2000,Breeding,,Laying,Trap,Passive,,,,,0.45,1.75,,,,,595
Fish,Amblyglyphidodon,curacao,Staghorn damsel,-14.35,145.36,0,2002,Breeding,,Laying,Trap,Passive,,,,,1.15,1.95,,,,,595
Fish,Amblyglyphidodon,curacao,Staghorn damsel,-14.38,145.29,0,2002,Breeding,,Laying,Trap,Passive,,,,,0.75,2.05,,,,,595
Fish,Amblyglyphidodon,curacao,Staghorn damsel,-14.39,145.27,0,2000,Breeding,,Laying,Trap,Passive,,,,,1.1,2.5,,,,,595
Fish,Amblyglyphidodon,curacao,Staghorn damsel,-14.39,145.27,0,2002,Breeding,,Laying,Trap,Passive,,,,,1.925,3.25,,,,,595
Fish,Acanthochromis,polyacanthus,Spiny chromis,-14.39,145.3,0,2001,Breeding,,Prebreeding,Trap,Passive,,,,,0.9,3.3,,,,,596
Fish,Amblyglyphidodon,curacao,Staghorn damsel,-14.38,145.29,0,2000,Breeding,,Laying,Trap,Passive,,,,,1.35,4.05,,,,,595
Fish,Amblyglyphidodon,curacao,Staghorn damsel,-14.35,145.36,0,2000,Breeding,,Laying,Trap,Passive,,,,,1.1,4.35,,,,,595
Fish,Acanthochromis,polyacanthus,Spiny chromis,-14.39,145.3,0,1999,Breeding,,,Trap,Passive,,,,,1.95,7.55,,,,,596
Fish,Amblyglyphidodon,curacao,Staghorn damsel,-14.38,145.29,0,2002,Breeding,,Laying,Trap,Passive,,,,,0.6,,,,,,595
Fish,Amblyglyphidodon,curacao,Staghorn damsel,-14.44,145.3,0,2000,Breeding,,Laying,Trap,Passive,,,,,0.65,,,,,,595
Fish,Amblyglyphidodon,curacao,Staghorn damsel,-14.44,145.3,0,2002,Breeding,,Laying,Trap,Passive,,,,,0.9,,,,,,595
Fish,Amblyglyphidodon,curacao,Staghorn damsel,-14.35,145.36,0,2002,Breeding,,Laying,Trap,Passive,,,,,1.05,,,,,,595
Fish,Amblyglyphidodon,curacao,Staghorn damsel,-14.39,145.27,0,2000,Breeding,,Laying,Trap,Passive,,,,,1.25,,,,,,595
Fish,Amblyglyphidodon,curacao,Staghorn damsel,-14.35,145.36,0,2000,Breeding,,Laying,Trap,Passive,,,,,1.5,,,,,,595
Fish,Amblyglyphidodon,curacao,Staghorn damsel,-14.38,145.29,0,2000,Breeding,,Laying,Trap,Passive,,,,,1.95,,,,,,595
Fish,Amblyglyphidodon,curacao,Staghorn damsel,-14.39,145.27,0,2002,Breeding,,Laying,Trap,Passive,,,,,2.1,,,,,,595
Fish,Acanthochromis,polyacanthus,Spiny chromis,-14.39,145.3,0,2001,Breeding,,Prebreeding,Trap,Passive,,,,,0.22,,,,,,596
Fish,Acanthochromis,polyacanthus,Spiny chromis,-14.39,145.3,0,2001,Breeding,,Prebreeding,Trap,Passive,,,,,0.22,,,,,,596
Fish,Acanthochromis,polyacanthus,Spiny chromis,-14.39,145.3,0,2001,Breeding,,Prebreeding,Trap,Passive,,,,,0.28,,,,,,596
Fish,Acanthochromis,polyacanthus,Spiny chromis,-14.39,145.3,0,1999,Breeding,,Prebreeding,Trap,Passive,,,,,0.365,,,,,,596
Fish,Acanthochromis,polyacanthus,Spiny chromis,-14.39,145.3,0,1999,Breeding,,Prebreeding,Trap,Passive,,,,,0.42,,,,,,596
Fish,Acanthochromis,polyacanthus,Spiny chromis,-14.39,145.3,0,1999,Breeding,,,Trap,Passive,,,,,0.68,,,,,,596
Fish,Micropterus,dolomieu,Smallmouth bass,45.1003,-81.3991,200,2009,Breeding,,,Fishing,Active,28,28,28,,0.9,,,,183.3,,561
Fish,Micropterus,dolomieu,Smallmouth bass,45.1003,-81.3991,200,2009,Breeding,,,Fishing,Active,28,28,28,,1,,,,280.3,,561
Reptile,Egernia,whitii,White's skink,-42.34,147.52,493,1997,Nonbreeding,,,Fishing,Active,0,0,60,,4.88,,5.47,,19.66,,350
Fish,Acanthopagrus,butcheri,Southern black bream,-42.4,148.55,60,1997,Breeding,,,Fishing,Passive,5,5,1440,,0.77,2.55,0.9,3.6,7.6,20.3,605
Fish,Acanthopagrus,butcheri,Southern black bream,-42.4,148.55,60,1997,Breeding,,,Fishing,Passive,5,5,720,,1.2,2.75,1.4,4.8,10.3,26,605
Fish,Acanthopagrus,butcheri,Southern black bream,-42.4,148.55,60,1997,Breeding,,,Fishing,Passive,5,5,180,,0.94,4.45,1.5,0.9,20,26.4,605
Fish,Acanthopagrus,butcheri,Southern black bream,-42.4,148.55,60,1997,Breeding,,,Fishing,Passive,5,5,360,,2.34,4.5,0.8,4.8,14.6,20.7,605
Fish,Acanthopagrus,butcheri,Southern black bream,-42.4,148.55,60,1997,Breeding,,,Fishing,Passive,5,5,60,,0.68,8.6,2.8,2.9,17.4,48.2,605
Fish,Acanthopagrus,butcheri,Southern black bream,-42.4,148.55,60,1997,Breeding,,,Fishing,Passive,5,5,15,,0.68,,3.8,,29,,605
Fish,Acanthopagrus,butcheri,Southern black bream,-42.4,148.55,60,1997,Breeding,,,Fishing,Passive,5,5,30,,1.34,,4,,23.4,,605
Bird,Somateria,mollissima,Common eider,64.03,-81.789,0,2013,Breeding,N,Prebreeding,Trap,Passive,,3,,,,,,2.5089,,,423
Bird,Somateria,mollissima,Common eider,64.03,-81.789,0,2013,Breeding,N,Prebreeding,Trap,Passive,,3,,,,,,3.6812,,,423
Bird,Somateria,mollissima,Common eider,64.03,-81.789,0,2013,Breeding,N,Prebreeding,Trap,Passive,,3,,,,,,4.4865,,,423
Bird,Somateria,mollissima,Common eider,64.03,-81.789,0,2013,Breeding,N,Prebreeding,Trap,Passive,,3,,,,,,4.6677,,,423
Bird,Somateria,mollissima,Common eider,64.03,-81.789,0,2013,Breeding,N,Prebreeding,Trap,Passive,,3,,,,,,5.1512,,,423
Bird,Somateria,mollissima,Common eider,64.03,-81.789,0,2013,Breeding,N,Prebreeding,Trap,Passive,,3,,,,,,5.5044,,,423
Bird,Somateria,mollissima,Common eider,64.03,-81.789,0,2013,Breeding,N,Prebreeding,Trap,Passive,,3,,,,,,6.271,,,423
Bird,Somateria,mollissima,Common eider,64.03,-81.789,0,2013,Nonbreeding,N,,Trap,Passive,,3,,,,,,6.5568,,,423
Bird,Somateria,mollissima,Common eider,64.03,-81.789,0,2013,Breeding,N,Prebreeding,Trap,Passive,,3,,,,,,6.6392,,,423
Bird,Somateria,mollissima,Common eider,64.03,-81.789,0,2013,Breeding,N,Prebreeding,Trap,Passive,,3,,,,,,7.0838,,,423
Bird,Somateria,mollissima,Common eider,64.03,-81.789,0,2013,Breeding,N,Prebreeding,Trap,Passive,,3,,,,,,7.2576,,,423
Bird,Somateria,mollissima,Common eider,64.03,-81.789,0,2013,Breeding,N,Prebreeding,Trap,Passive,,3,,,,,,7.298,,,423
Bird,Somateria,mollissima,Common eider,64.03,-81.789,0,2013,Breeding,N,Prebreeding,Trap,Passive,,3,,,,,,7.3099,,,423
Bird,Somateria,mollissima,Common eider,64.03,-81.789,0,2013,Breeding,N,Prebreeding,Trap,Passive,,3,,,,,,7.3502,,,423
Bird,Somateria,mollissima,Common eider,64.03,-81.789,0,2013,Breeding,N,Prebreeding,Trap,Passive,,3,,,,,,7.9731,,,423
Bird,Somateria,mollissima,Common eider,64.03,-81.789,0,2013,Breeding,N,Prebreeding,Trap,Passive,,3,,,,,,8.19,,,423
Bird,Somateria,mollissima,Common eider,64.03,-81.789,0,2013,Breeding,N,Prebreeding,Trap,Passive,,3,,,,,,8.6585,,,423
Bird,Somateria,mollissima,Common eider,64.03,-81.789,0,2013,Breeding,N,Prebreeding,Trap,Passive,,3,,,,,,9.1376,,,423
Bird,Somateria,mollissima,Common eider,64.03,-81.789,0,2013,Breeding,N,Prebreeding,Trap,Passive,,3,,,,,,10.7513,,,423
Bird,Somateria,mollissima,Common eider,64.03,-81.789,0,2013,Breeding,N,Laying,Trap,Passive,,3,,,,,,10.8324,,,423
Bird,Somateria,mollissima,Common eider,64.03,-81.789,0,2013,Breeding,N,Incubation,Trap,Passive,,3,,,,,,11.232,,,423
Bird,Somateria,mollissima,Common eider,64.03,-81.789,0,2013,Breeding,N,Prebreeding,Trap,Passive,,3,,,,,,11.4267,,,423
Bird,Somateria,mollissima,Common eider,64.03,-81.789,0,2013,Breeding,N,Prebreeding,Trap,Passive,,3,,,,,,12.4552,,,423
Fish,Morone,saxatilis,Striped bass,41.3,-71.5,0,1988,Nonbreeding,,Postbreeding,Trap,Passive,,,,,,0.09,,,,,564
Fish,Morone,saxatilis,Striped bass,41.3,-71.5,0,1988,Breeding,,,Trap,Passive,,,,,,0.1,,,,,564
Fish,Morone,saxatilis,Striped bass,41.3,-71.5,0,1988,Breeding,,Prebreeding,Trap,Passive,,,,,,0.1,,,,,564
Bird,Charadrius,alexandrinus,Kentish plover,36.717,35.05,1100,2010,Breeding,,Young care,Trap,Active,,3,30,,,,29.4,34.89,71.24,85.04,31
Bird,Agelaius,phoeniceus,Red-winged blackbird,46.931,-119.2473,300,1987,Breeding,,"Young care, Postbreeding",Trap,Attractant,10,10,,,0.001,,2.2356,,,,65
Bird,Agelaius,phoeniceus,Red-winged blackbird,46.931,-119.2473,300,1987,Breeding,,"Young care, Postbreeding",Trap,Attractant,10,10,,,0.1344,,1.462,,,,65
Bird,Agelaius,phoeniceus,Red-winged blackbird,46.931,-119.2473,300,1987,Breeding,,"Young care, Postbreeding",Trap,Attractant,10,10,,,0.17,,5.4601,,,,65
Bird,Agelaius,phoeniceus,Red-winged blackbird,46.931,-119.2473,300,1987,Breeding,,Prebreeding,Trap,Attractant,10,10,,,0.327,,3.2065,,,,65
Bird,Agelaius,phoeniceus,Red-winged blackbird,46.931,-119.2473,300,1987,Breeding,,"Young care, Postbreeding",Trap,Attractant,10,10,,,0.3546,,3.8016,,,,65
Bird,Agelaius,phoeniceus,Red-winged blackbird,46.931,-119.2473,300,1987,Breeding,,"Prebreeding, Laying",Trap,Attractant,10,10,,,0.3682,,6.0483,,,,65
Bird,Agelaius,phoeniceus,Red-winged blackbird,46.931,-119.2473,300,1987,Breeding,,Prebreeding,Trap,Attractant,10,10,,,0.4956,,9.179,,,,65
Bird,Agelaius,phoeniceus,Red-winged blackbird,46.931,-119.2473,300,1987,Breeding,,"Young care, Postbreeding",Trap,Attractant,10,10,,,0.5874,,11.0308,,,,65
Bird,Agelaius,phoeniceus,Red-winged blackbird,46.931,-119.2473,300,1987,Breeding,,"Prebreeding, Laying",Trap,Attractant,10,10,,,0.6774,,6.0298,,,,65
Bird,Agelaius,phoeniceus,Red-winged blackbird,46.931,-119.2473,300,1987,Breeding,,"Young care, Postbreeding",Trap,Attractant,10,10,,,0.7069,,7.3195,,,,65
Bird,Agelaius,phoeniceus,Red-winged blackbird,46.931,-119.2473,300,1987,Breeding,,Young care,Trap,Attractant,10,10,,,0.7795,,2.3717,,,,65
Bird,Agelaius,phoeniceus,Red-winged blackbird,46.931,-119.2473,300,1987,Breeding,,,Trap,Attractant,10,10,,,0.8165,,8.5234,,,,65
Bird,Agelaius,phoeniceus,Red-winged blackbird,46.931,-119.2473,300,1987,Breeding,,"Prebreeding, Laying",Trap,Attractant,10,10,,,0.929,,3.7478,,,,65
Bird,Agelaius,phoeniceus,Red-winged blackbird,46.931,-119.2473,300,1987,Breeding,,"Prebreeding, Laying",Trap,Attractant,10,10,,,0.9996,,5.7498,,,,65
Bird,Agelaius,phoeniceus,Red-winged blackbird,46.931,-119.2473,300,1987,Breeding,,"Young care, Postbreeding",Trap,Attractant,10,10,,,1.202,,11.0729,,,,65
Bird,Agelaius,phoeniceus,Red-winged blackbird,46.931,-119.2473,300,1987,Breeding,,"Young care, Postbreeding",Trap,Attractant,10,10,,,1.2266,,11.9524,,,,65
Bird,Agelaius,phoeniceus,Red-winged blackbird,46.931,-119.2473,300,1987,Breeding,,,Trap,Attractant,10,10,,,1.2799,,4.627,,,,65
Bird,Agelaius,phoeniceus,Red-winged blackbird,46.931,-119.2473,300,1987,Breeding,,"Young care, Postbreeding",Trap,Attractant,10,10,,,1.345,,7.9388,,,,65
Bird,Agelaius,phoeniceus,Red-winged blackbird,46.931,-119.2473,300,1987,Breeding,,Young care,Trap,Attractant,10,10,,,1.4348,,6.506,,,,65
